"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated"
2021-03-23,"18-29yrs",107759,28636,,2455535,.0440,.0120
2021-03-23,"30-39yrs",132549,38223,,2056059,.0640,.0190
2021-03-23,"40-49yrs",137113,40804,,1876583,.0730,.0220
2021-03-23,"50-59yrs",161431,48817,,2060934,.0780,.0240
2021-03-23,"60-69yrs",260215,37273,,1795046,.1450,.0210
2021-03-23,"70-79yrs",90924,23288,,1159902,.0780,.0200
2021-03-23,"80+",423327,86339,,679266,.6230,.1270
2021-03-23,"Adults_18plus",1313318,303380,,12083325,.1090,.0250
2021-03-23,"Ontario_12plus",1314539,303628,,13034844,.1008,.0233
2021-03-23,"Undisclosed_or_missing",789,180,,0,,
2021-03-24,"12-17yrs",1263,260,,951519,.0010,.0000
2021-03-24,"18-29yrs",110374,28762,,2455535,.0450,.0120
2021-03-24,"30-39yrs",135675,38343,,2056059,.0660,.0190
2021-03-24,"40-49yrs",140457,40910,,1876583,.0750,.0220
2021-03-24,"50-59yrs",165361,48940,,2060934,.0800,.0240
2021-03-24,"60-69yrs",270212,37445,,1795046,.1510,.0210
2021-03-24,"70-79yrs",115198,23467,,1159902,.0990,.0200
2021-03-24,"80+",446625,87425,,679266,.6580,.1290
2021-03-24,"Adults_18plus",1383902,305292,,12083325,.1150,.0250
2021-03-24,"Ontario_12plus",1385165,305552,,13034844,.1063,.0234
2021-03-24,"Undisclosed_or_missing",822,180,,0,,
2021-03-25,"12-17yrs",1310,264,,951519,.0010,.0000
2021-03-25,"18-29yrs",113494,28833,,2455535,.0460,.0120
2021-03-25,"30-39yrs",139028,38406,,2056059,.0680,.0190
2021-03-25,"40-49yrs",144076,40986,,1876583,.0770,.0220
2021-03-25,"50-59yrs",169823,49103,,2060934,.0820,.0240
2021-03-25,"60-69yrs",279650,37652,,1795046,.1560,.0210
2021-03-25,"70-79yrs",145091,23686,,1159902,.1250,.0200
2021-03-25,"80+",470861,88311,,679266,.6930,.1300
2021-03-25,"Adults_18plus",1462023,306977,,12083325,.1210,.0250
2021-03-25,"Ontario_12plus",1463333,307241,,13034844,.1123,.0236
2021-03-25,"Undisclosed_or_missing",853,184,,0,,
2021-03-26,"12-17yrs",1356,269,,951519,.0010,.0000
2021-03-26,"18-29yrs",116326,28924,,2455535,.0470,.0120
2021-03-26,"30-39yrs",142315,38537,,2056059,.0690,.0190
2021-03-26,"40-49yrs",147609,41103,,1876583,.0790,.0220
2021-03-26,"50-59yrs",174071,49297,,2060934,.0840,.0240
2021-03-26,"60-69yrs",289054,37906,,1795046,.1610,.0210
2021-03-26,"70-79yrs",182711,23953,,1159902,.1580,.0210
2021-03-26,"80+",490800,89008,,679266,.7230,.1310
2021-03-26,"Adults_18plus",1542886,308728,,12083325,.1280,.0260
2021-03-26,"Ontario_12plus",1544242,308997,,13034844,.1185,.0237
2021-03-26,"Undisclosed_or_missing",882,184,,0,,
2021-03-27,"12-17yrs",1431,274,,951519,.0020,.0000
2021-03-27,"18-29yrs",119172,29047,,2455535,.0490,.0120
2021-03-27,"30-39yrs",145545,38663,,2056059,.0710,.0190
2021-03-27,"40-49yrs",151093,41239,,1876583,.0810,.0220
2021-03-27,"50-59yrs",178193,49495,,2060934,.0860,.0240
2021-03-27,"60-69yrs",296963,38113,,1795046,.1650,.0210
2021-03-27,"70-79yrs",221543,24181,,1159902,.1910,.0210
2021-03-27,"80+",506014,89857,,679266,.7450,.1320
2021-03-27,"Adults_18plus",1618523,310595,,12083325,.1340,.0260
2021-03-27,"Ontario_12plus",1619954,310869,,13034844,.1243,.0238
2021-03-27,"Undisclosed_or_missing",904,185,,0,,
2021-03-28,"12-17yrs",1496,277,,951519,.0020,.0000
2021-03-28,"18-29yrs",122124,29096,,2455535,.0500,.0120
2021-03-28,"30-39yrs",148422,38715,,2056059,.0720,.0190
2021-03-28,"40-49yrs",154209,41289,,1876583,.0820,.0220
2021-03-28,"50-59yrs",182041,49560,,2060934,.0880,.0240
2021-03-28,"60-69yrs",303865,38210,,1795046,.1690,.0210
2021-03-28,"70-79yrs",254301,24313,,1159902,.2190,.0210
2021-03-28,"80+",517347,90352,,679266,.7620,.1330
2021-03-28,"Adults_18plus",1682309,311535,,12083325,.1390,.0260
2021-03-28,"Ontario_12plus",1683805,311812,,13034844,.1292,.0239
2021-03-28,"Undisclosed_or_missing",934,185,,0,,
2021-03-29,"12-17yrs",1519,286,,951519,.0020,.0000
2021-03-29,"18-29yrs",123724,29258,,2455535,.0500,.0120
2021-03-29,"30-39yrs",150083,38849,,2056059,.0730,.0190
2021-03-29,"40-49yrs",156133,41481,,1876583,.0830,.0220
2021-03-29,"50-59yrs",184529,49802,,2060934,.0900,.0240
2021-03-29,"60-69yrs",307778,38439,,1795046,.1710,.0210
2021-03-29,"70-79yrs",283620,24523,,1159902,.2450,.0210
2021-03-29,"80+",524542,91368,,679266,.7720,.1350
2021-03-29,"Adults_18plus",1730409,313720,,12083325,.1430,.0260
2021-03-29,"Ontario_12plus",1731928,314006,,13034844,.1329,.0241
2021-03-29,"Undisclosed_or_missing",956,185,,0,,
2021-03-30,"12-17yrs",1551,287,,951519,.0020,.0000
2021-03-30,"18-29yrs",125991,29291,,2455535,.0510,.0120
2021-03-30,"30-39yrs",152483,38911,,2056059,.0740,.0190
2021-03-30,"40-49yrs",158788,41543,,1876583,.0850,.0220
2021-03-30,"50-59yrs",187855,49913,,2060934,.0910,.0240
2021-03-30,"60-69yrs",313364,38587,,1795046,.1750,.0210
2021-03-30,"70-79yrs",324391,24807,,1159902,.2800,.0210
2021-03-30,"80+",535319,92946,,679266,.7880,.1370
2021-03-30,"Adults_18plus",1798191,315998,,12083325,.1490,.0260
2021-03-30,"Ontario_12plus",1799742,316285,,13034844,.1381,.0243
2021-03-30,"Undisclosed_or_missing",982,186,,0,,
2021-03-31,"12-17yrs",1596,293,,951519,.0020,.0000
2021-03-31,"18-29yrs",129298,29395,,2455535,.0530,.0120
2021-03-31,"30-39yrs",156148,39031,,2056059,.0760,.0190
2021-03-31,"40-49yrs",162621,41646,,1876583,.0870,.0220
2021-03-31,"50-59yrs",192598,50090,,2060934,.0930,.0240
2021-03-31,"60-69yrs",320339,38884,,1795046,.1780,.0220
2021-03-31,"70-79yrs",378513,25143,,1159902,.3260,.0220
2021-03-31,"80+",545919,93600,,679266,.8040,.1380
2021-03-31,"Adults_18plus",1885436,317789,,12083325,.1560,.0260
2021-03-31,"Ontario_12plus",1887032,318082,,13034844,.1448,.0244
2021-03-31,"Undisclosed_or_missing",1011,186,,0,,
2021-04-01,"12-17yrs",1638,297,,951519,.0020,.0000
2021-04-01,"18-29yrs",132281,29481,,2455535,.0540,.0120
2021-04-01,"30-39yrs",159401,39168,,2056059,.0780,.0190
2021-04-01,"40-49yrs",166337,41787,,1876583,.0890,.0220
2021-04-01,"50-59yrs",197238,50313,,2060934,.0960,.0240
2021-04-01,"60-69yrs",326952,39220,,1795046,.1820,.0220
2021-04-01,"70-79yrs",431943,25433,,1159902,.3720,.0220
2021-04-01,"80+",554256,94345,,679266,.8160,.1390
2021-04-01,"Adults_18plus",1968408,319747,,12083325,.1630,.0260
2021-04-01,"Ontario_12plus",1970046,320044,,13034844,.1511,.0246
2021-04-01,"Undisclosed_or_missing",1026,189,,0,,
2021-04-02,"12-17yrs",1698,300,,951519,.0020,.0000
2021-04-02,"18-29yrs",135439,29596,,2455535,.0550,.0120
2021-04-02,"30-39yrs",162901,39293,,2056059,.0790,.0190
2021-04-02,"40-49yrs",170365,41923,,1876583,.0910,.0220
2021-04-02,"50-59yrs",202547,50549,,2060934,.0980,.0250
2021-04-02,"60-69yrs",335257,39602,,1795046,.1870,.0220
2021-04-02,"70-79yrs",486415,25921,,1159902,.4190,.0220
2021-04-02,"80+",561153,95501,,679266,.8260,.1410
2021-04-02,"Adults_18plus",2054077,322385,,12083325,.1700,.0270
2021-04-02,"Ontario_12plus",2055775,322685,,13034844,.1577,.0248
2021-04-02,"Undisclosed_or_missing",1040,190,,0,,
2021-04-03,"12-17yrs",1745,300,,951519,.0020,.0000
2021-04-03,"18-29yrs",136973,29648,,2455535,.0560,.0120
2021-04-03,"30-39yrs",164629,39340,,2056059,.0800,.0190
2021-04-03,"40-49yrs",172311,41957,,1876583,.0920,.0220
2021-04-03,"50-59yrs",205423,50625,,2060934,.1000,.0250
2021-04-03,"60-69yrs",344369,39739,,1795046,.1920,.0220
2021-04-03,"70-79yrs",522766,26132,,1159902,.4510,.0230
2021-04-03,"80+",565164,95843,,679266,.8320,.1410
2021-04-03,"Adults_18plus",2111635,323284,,12083325,.1750,.0270
2021-04-03,"Ontario_12plus",2113380,323584,,13034844,.1621,.0248
2021-04-03,"Undisclosed_or_missing",1051,190,,0,,
2021-04-04,"12-17yrs",1803,300,,951519,.0020,.0000
2021-04-04,"18-29yrs",139500,29683,,2455535,.0570,.0120
2021-04-04,"30-39yrs",167272,39364,,2056059,.0810,.0190
2021-04-04,"40-49yrs",175088,41987,,1876583,.0930,.0220
2021-04-04,"50-59yrs",211775,50669,,2060934,.1030,.0250
2021-04-04,"60-69yrs",358945,39793,,1795046,.2000,.0220
2021-04-04,"70-79yrs",558329,26245,,1159902,.4810,.0230
2021-04-04,"80+",569552,96126,,679266,.8380,.1420
2021-04-04,"Adults_18plus",2180461,323867,,12083325,.1800,.0270
2021-04-04,"Ontario_12plus",2182264,324167,,13034844,.1674,.0249
2021-04-04,"Undisclosed_or_missing",1061,190,,0,,
2021-04-05,"12-17yrs",1831,300,,951519,.0020,.0000
2021-04-05,"18-29yrs",140914,29686,,2455535,.0570,.0120
2021-04-05,"30-39yrs",168636,39368,,2056059,.0820,.0190
2021-04-05,"40-49yrs",176464,41992,,1876583,.0940,.0220
2021-04-05,"50-59yrs",216632,50680,,2060934,.1050,.0250
2021-04-05,"60-69yrs",377121,39808,,1795046,.2100,.0220
2021-04-05,"70-79yrs",581159,26267,,1159902,.5010,.0230
2021-04-05,"80+",571677,96212,,679266,.8420,.1420
2021-04-05,"Adults_18plus",2232603,324013,,12083325,.1850,.0270
2021-04-05,"Ontario_12plus",2234434,324313,,13034844,.1714,.0249
2021-04-05,"Undisclosed_or_missing",1067,190,,0,,
2021-04-06,"12-17yrs",1880,300,,951519,.0020,.0000
2021-04-06,"18-29yrs",142657,29741,,2455535,.0580,.0120
2021-04-06,"30-39yrs",170677,39428,,2056059,.0830,.0190
2021-04-06,"40-49yrs",178671,42049,,1876583,.0950,.0220
2021-04-06,"50-59yrs",227046,50760,,2060934,.1100,.0250
2021-04-06,"60-69yrs",402235,39896,,1795046,.2240,.0220
2021-04-06,"70-79yrs",611721,26396,,1159902,.5270,.0230
2021-04-06,"80+",575504,96573,,679266,.8470,.1420
2021-04-06,"Adults_18plus",2308511,324843,,12083325,.1910,.0270
2021-04-06,"Ontario_12plus",2310391,325143,,13034844,.1772,.0249
2021-04-06,"Undisclosed_or_missing",1083,190,,0,,
2021-04-07,"12-17yrs",1944,302,,951519,.0020,.0000
2021-04-07,"18-29yrs",145160,29828,,2455535,.0590,.0120
2021-04-07,"30-39yrs",173679,39495,,2056059,.0840,.0190
2021-04-07,"40-49yrs",181726,42140,,1876583,.0970,.0220
2021-04-07,"50-59yrs",242208,50924,,2060934,.1180,.0250
2021-04-07,"60-69yrs",440543,40166,,1795046,.2450,.0220
2021-04-07,"70-79yrs",647192,26668,,1159902,.5580,.0230
2021-04-07,"80+",580535,97185,,679266,.8550,.1430
2021-04-07,"Adults_18plus",2411043,326406,,12083325,.2000,.0270
2021-04-07,"Ontario_12plus",2412987,326708,,13034844,.1851,.0251
2021-04-07,"Undisclosed_or_missing",1119,190,,0,,
2021-04-08,"12-17yrs",2011,309,,951519,.0020,.0000
2021-04-08,"18-29yrs",147880,29970,,2455535,.0600,.0120
2021-04-08,"30-39yrs",176973,39654,,2056059,.0860,.0190
2021-04-08,"40-49yrs",185544,42319,,1876583,.0990,.0230
2021-04-08,"50-59yrs",258979,51235,,2060934,.1260,.0250
2021-04-08,"60-69yrs",483385,40545,,1795046,.2690,.0230
2021-04-08,"70-79yrs",681281,26961,,1159902,.5870,.0230
2021-04-08,"80+",584521,97777,,679266,.8610,.1440
2021-04-08,"Adults_18plus",2518563,328461,,12083325,.2080,.0270
2021-04-08,"Ontario_12plus",2520574,328770,,13034844,.1934,.0252
2021-04-08,"Undisclosed_or_missing",1141,192,,0,,
2021-04-09,"12-17yrs",2073,323,,951519,.0020,.0000
2021-04-09,"18-29yrs",150931,30245,,2455535,.0610,.0120
2021-04-09,"30-39yrs",180808,39892,,2056059,.0880,.0190
2021-04-09,"40-49yrs",190612,42643,,1876583,.1020,.0230
2021-04-09,"50-59yrs",277510,51635,,2060934,.1350,.0250
2021-04-09,"60-69yrs",521233,41045,,1795046,.2900,.0230
2021-04-09,"70-79yrs",712289,27209,,1159902,.6140,.0230
2021-04-09,"80+",588044,98323,,679266,.8660,.1450
2021-04-09,"Adults_18plus",2621427,330992,,12083325,.2170,.0270
2021-04-09,"Ontario_12plus",2623500,331315,,13034844,.2013,.0254
2021-04-09,"Undisclosed_or_missing",1160,192,,0,,
2021-04-10,"12-17yrs",2152,325,,951519,.0020,.0000
2021-04-10,"18-29yrs",153834,30316,,2455535,.0630,.0120
2021-04-10,"30-39yrs",184640,40000,,2056059,.0900,.0190
2021-04-10,"40-49yrs",195618,42754,,1876583,.1040,.0230
2021-04-10,"50-59yrs",298775,52033,,2060934,.1450,.0250
2021-04-10,"60-69yrs",559765,41728,,1795046,.3120,.0230
2021-04-10,"70-79yrs",740337,27737,,1159902,.6380,.0240
2021-04-10,"80+",591325,98915,,679266,.8710,.1460
2021-04-10,"Adults_18plus",2724294,333483,,12083325,.2250,.0280
2021-04-10,"Ontario_12plus",2726446,333808,,13034844,.2092,.0256
2021-04-10,"Undisclosed_or_missing",1186,192,,0,,
2021-04-11,"12-17yrs",2232,333,,951519,.0020,.0000
2021-04-11,"18-29yrs",156900,30456,,2455535,.0640,.0120
2021-04-11,"30-39yrs",188316,40154,,2056059,.0920,.0200
2021-04-11,"40-49yrs",200469,42941,,1876583,.1070,.0230
2021-04-11,"50-59yrs",319019,52406,,2060934,.1550,.0250
2021-04-11,"60-69yrs",591174,42308,,1795046,.3290,.0240
2021-04-11,"70-79yrs",767573,28044,,1159902,.6620,.0240
2021-04-11,"80+",593828,99160,,679266,.8740,.1460
2021-04-11,"Adults_18plus",2817279,335469,,12083325,.2330,.0280
2021-04-11,"Ontario_12plus",2819511,335802,,13034844,.2163,.0258
2021-04-11,"Undisclosed_or_missing",1204,192,,0,,
2021-04-12,"12-17yrs",2299,333,,951519,.0020,.0000
2021-04-12,"18-29yrs",159157,30459,,2455535,.0650,.0120
2021-04-12,"30-39yrs",191010,40165,,2056059,.0930,.0200
2021-04-12,"40-49yrs",204464,42953,,1876583,.1090,.0230
2021-04-12,"50-59yrs",336547,52480,,2060934,.1630,.0250
2021-04-12,"60-69yrs",619102,42338,,1795046,.3450,.0240
2021-04-12,"70-79yrs",784964,28081,,1159902,.6770,.0240
2021-04-12,"80+",595543,99237,,679266,.8770,.1460
2021-04-12,"Adults_18plus",2890787,335713,,12083325,.2390,.0280
2021-04-12,"Ontario_12plus",2893086,336046,,13034844,.2220,.0258
2021-04-12,"Undisclosed_or_missing",1217,192,,0,,
2021-04-13,"12-17yrs",2362,344,,951519,.0020,.0000
2021-04-13,"18-29yrs",161962,30651,,2455535,.0660,.0120
2021-04-13,"30-39yrs",194448,40324,,2056059,.0950,.0200
2021-04-13,"40-49yrs",209493,43128,,1876583,.1120,.0230
2021-04-13,"50-59yrs",359422,52772,,2060934,.1740,.0260
2021-04-13,"60-69yrs",654795,42691,,1795046,.3650,.0240
2021-04-13,"70-79yrs",806398,28362,,1159902,.6950,.0240
2021-04-13,"80+",597890,99715,,679266,.8800,.1470
2021-04-13,"Adults_18plus",2984408,337643,,12083325,.2470,.0280
2021-04-13,"Ontario_12plus",2986770,337987,,13034844,.2291,.0259
2021-04-13,"Undisclosed_or_missing",1229,194,,0,,
2021-04-14,"12-17yrs",2459,348,,951519,.0030,.0000
2021-04-14,"18-29yrs",165620,30795,,2455535,.0670,.0130
2021-04-14,"30-39yrs",198834,40470,,2056059,.0970,.0200
2021-04-14,"40-49yrs",215869,43261,,1876583,.1150,.0230
2021-04-14,"50-59yrs",386487,53091,,2060934,.1880,.0260
2021-04-14,"60-69yrs",697366,43238,,1795046,.3880,.0240
2021-04-14,"70-79yrs",830916,28701,,1159902,.7160,.0250
2021-04-14,"80+",600118,100299,,679266,.8830,.1480
2021-04-14,"Adults_18plus",3095210,339855,,12083325,.2560,.0280
2021-04-14,"Ontario_12plus",3097669,340203,,13034844,.2376,.0261
2021-04-14,"Undisclosed_or_missing",1250,196,,0,,
2021-04-15,"12-17yrs",2604,351,,951519,.0030,.0000
2021-04-15,"18-29yrs",169844,30991,,2455535,.0690,.0130
2021-04-15,"30-39yrs",204101,40676,,2056059,.0990,.0200
2021-04-15,"40-49yrs",222760,43496,,1876583,.1190,.0230
2021-04-15,"50-59yrs",414228,53454,,2060934,.2010,.0260
2021-04-15,"60-69yrs",739424,43670,,1795046,.4120,.0240
2021-04-15,"70-79yrs",849568,29035,,1159902,.7320,.0250
2021-04-15,"80+",602119,101020,,679266,.8860,.1490
2021-04-15,"Adults_18plus",3202044,342342,,12083325,.2650,.0280
2021-04-15,"Ontario_12plus",3204648,342693,,13034844,.2459,.0263
2021-04-15,"Undisclosed_or_missing",1269,198,,0,,
2021-04-16,"12-17yrs",2714,355,,951519,.0030,.0000
2021-04-16,"18-29yrs",173805,31168,,2455535,.0710,.0130
2021-04-16,"30-39yrs",209130,40863,,2056059,.1020,.0200
2021-04-16,"40-49yrs",229566,43759,,1876583,.1220,.0230
2021-04-16,"50-59yrs",444924,53808,,2060934,.2160,.0260
2021-04-16,"60-69yrs",779820,44182,,1795046,.4340,.0250
2021-04-16,"70-79yrs",871225,29410,,1159902,.7510,.0250
2021-04-16,"80+",604077,101851,,679266,.8890,.1500
2021-04-16,"Adults_18plus",3312547,345041,,12083325,.2740,.0290
2021-04-16,"Ontario_12plus",3315261,345396,,13034844,.2543,.0265
2021-04-16,"Undisclosed_or_missing",1282,198,,0,,
2021-04-17,"12-17yrs",2794,360,,951519,.0030,.0000
2021-04-17,"18-29yrs",177699,31350,,2455535,.0720,.0130
2021-04-17,"30-39yrs",214279,41080,,2056059,.1040,.0200
2021-04-17,"40-49yrs",236331,43930,,1876583,.1260,.0230
2021-04-17,"50-59yrs",476239,54095,,2060934,.2310,.0260
2021-04-17,"60-69yrs",821113,44688,,1795046,.4570,.0250
2021-04-17,"70-79yrs",886414,29918,,1159902,.7640,.0260
2021-04-17,"80+",605731,102645,,679266,.8920,.1510
2021-04-17,"Adults_18plus",3417806,347706,,12083325,.2830,.0290
2021-04-17,"Ontario_12plus",3420600,348066,,13034844,.2624,.0267
2021-04-17,"Undisclosed_or_missing",1295,198,,0,,
2021-04-18,"12-17yrs",2882,366,,951519,.0030,.0000
2021-04-18,"18-29yrs",181897,31474,,2455535,.0740,.0130
2021-04-18,"30-39yrs",219354,41192,,2056059,.1070,.0200
2021-04-18,"40-49yrs",243264,44028,,1876583,.1300,.0230
2021-04-18,"50-59yrs",501941,54227,,2060934,.2440,.0260
2021-04-18,"60-69yrs",852741,44991,,1795046,.4750,.0250
2021-04-18,"70-79yrs",896400,30132,,1159902,.7730,.0260
2021-04-18,"80+",606963,102893,,679266,.8940,.1510
2021-04-18,"Adults_18plus",3502560,348937,,12083325,.2900,.0290
2021-04-18,"Ontario_12plus",3505442,349303,,13034844,.2689,.0268
2021-04-18,"Undisclosed_or_missing",1317,198,,0,,
2021-04-19,"12-17yrs",2929,367,,951519,.0030,.0000
2021-04-19,"18-29yrs",185171,31479,,2455535,.0750,.0130
2021-04-19,"30-39yrs",223315,41204,,2056059,.1090,.0200
2021-04-19,"40-49yrs",248474,44041,,1876583,.1320,.0230
2021-04-19,"50-59yrs",523196,54273,,2060934,.2540,.0260
2021-04-19,"60-69yrs",878495,45117,,1795046,.4890,.0250
2021-04-19,"70-79yrs",902323,30294,,1159902,.7780,.0260
2021-04-19,"80+",607839,103138,,679266,.8950,.1520
2021-04-19,"Adults_18plus",3568813,349546,,12083325,.2950,.0290
2021-04-19,"Ontario_12plus",3571742,349913,,13034844,.2740,.0268
2021-04-19,"Undisclosed_or_missing",1331,198,,0,,
2021-04-20,"12-17yrs",2988,372,,951519,.0030,.0000
2021-04-20,"18-29yrs",189707,31550,,2455535,.0770,.0130
2021-04-20,"30-39yrs",228557,41314,,2056059,.1110,.0200
2021-04-20,"40-49yrs",256797,44123,,1876583,.1370,.0240
2021-04-20,"50-59yrs",554081,54395,,2060934,.2690,.0260
2021-04-20,"60-69yrs",914345,45451,,1795046,.5090,.0250
2021-04-20,"70-79yrs",910672,30625,,1159902,.7850,.0260
2021-04-20,"80+",609132,103553,,679266,.8970,.1520
2021-04-20,"Adults_18plus",3663291,351011,,12083325,.3030,.0290
2021-04-20,"Ontario_12plus",3666279,351383,,13034844,.2813,.0270
2021-04-20,"Undisclosed_or_missing",1367,198,,0,,
2021-04-21,"12-17yrs",3094,377,,951519,.0030,.0000
2021-04-21,"18-29yrs",196869,31728,,2455535,.0800,.0130
2021-04-21,"30-39yrs",236527,41465,,2056059,.1150,.0200
2021-04-21,"40-49yrs",284176,44340,,1876583,.1510,.0240
2021-04-21,"50-59yrs",590993,54702,,2060934,.2870,.0270
2021-04-21,"60-69yrs",956937,45893,,1795046,.5330,.0260
2021-04-21,"70-79yrs",921919,31040,,1159902,.7950,.0270
2021-04-21,"80+",610729,104060,,679266,.8990,.1530
2021-04-21,"Adults_18plus",3798150,353228,,12083325,.3140,.0290
2021-04-21,"Ontario_12plus",3801244,353605,,13034844,.2916,.0271
2021-04-21,"Undisclosed_or_missing",1401,199,,0,,
2021-04-22,"12-17yrs",3218,377,,951519,.0030,.0000
2021-04-22,"18-29yrs",203761,31886,,2455535,.0830,.0130
2021-04-22,"30-39yrs",244392,41666,,2056059,.1190,.0200
2021-04-22,"40-49yrs",313035,44582,,1876583,.1670,.0240
2021-04-22,"50-59yrs",625990,54984,,2060934,.3040,.0270
2021-04-22,"60-69yrs",999797,46283,,1795046,.5570,.0260
2021-04-22,"70-79yrs",930865,31524,,1159902,.8030,.0270
2021-04-22,"80+",612199,104502,,679266,.9010,.1540
2021-04-22,"Adults_18plus",3930039,355427,,12083325,.3250,.0290
2021-04-22,"Ontario_12plus",3933257,355804,,13034844,.3017,.0273
2021-04-22,"Undisclosed_or_missing",1440,199,,0,,
2021-04-23,"12-17yrs",3364,383,,951519,.0040,.0000
2021-04-23,"18-29yrs",209769,32233,,2455535,.0850,.0130
2021-04-23,"30-39yrs",252539,41963,,2056059,.1230,.0200
2021-04-23,"40-49yrs",344846,45023,,1876583,.1840,.0240
2021-04-23,"50-59yrs",659517,55609,,2060934,.3200,.0270
2021-04-23,"60-69yrs",1039324,47125,,1795046,.5790,.0260
2021-04-23,"70-79yrs",938820,32388,,1159902,.8090,.0280
2021-04-23,"80+",613639,105036,,679266,.9030,.1550
2021-04-23,"Adults_18plus",4058454,359377,,12083325,.3360,.0300
2021-04-23,"Ontario_12plus",4061818,359760,,13034844,.3116,.0276
2021-04-23,"Undisclosed_or_missing",1476,202,,0,,
2021-04-24,"12-17yrs",3464,387,,951519,.0040,.0000
2021-04-24,"18-29yrs",215952,32411,,2455535,.0880,.0130
2021-04-24,"30-39yrs",261056,42133,,2056059,.1270,.0200
2021-04-24,"40-49yrs",376581,45244,,1876583,.2010,.0240
2021-04-24,"50-59yrs",693650,55892,,2060934,.3370,.0270
2021-04-24,"60-69yrs",1073203,47594,,1795046,.5980,.0270
2021-04-24,"70-79yrs",946178,32903,,1159902,.8160,.0280
2021-04-24,"80+",615018,105410,,679266,.9050,.1550
2021-04-24,"Adults_18plus",4181638,361587,,12083325,.3460,.0300
2021-04-24,"Ontario_12plus",4185102,361974,,13034844,.3211,.0278
2021-04-24,"Undisclosed_or_missing",1501,203,,0,,
2021-04-25,"12-17yrs",3559,392,,951519,.0040,.0000
2021-04-25,"18-29yrs",221906,32558,,2455535,.0900,.0130
2021-04-25,"30-39yrs",269754,42313,,2056059,.1310,.0210
2021-04-25,"40-49yrs",400837,45480,,1876583,.2140,.0240
2021-04-25,"50-59yrs",720985,56182,,2060934,.3500,.0270
2021-04-25,"60-69yrs",1097829,47986,,1795046,.6120,.0270
2021-04-25,"70-79yrs",951074,33286,,1159902,.8200,.0290
2021-04-25,"80+",615946,105635,,679266,.9070,.1560
2021-04-25,"Adults_18plus",4278331,363440,,12083325,.3540,.0300
2021-04-25,"Ontario_12plus",4281890,363832,,13034844,.3285,.0279
2021-04-25,"Undisclosed_or_missing",1516,203,,0,,
2021-04-26,"12-17yrs",3627,392,,951519,.0040,.0000
2021-04-26,"18-29yrs",225781,32627,,2455535,.0920,.0130
2021-04-26,"30-39yrs",275257,42377,,2056059,.1340,.0210
2021-04-26,"40-49yrs",417384,45558,,1876583,.2220,.0240
2021-04-26,"50-59yrs",740294,56304,,2060934,.3590,.0270
2021-04-26,"60-69yrs",1116465,48137,,1795046,.6220,.0270
2021-04-26,"70-79yrs",954401,33491,,1159902,.8230,.0290
2021-04-26,"80+",616607,105726,,679266,.9080,.1560
2021-04-26,"Adults_18plus",4346189,364220,,12083325,.3600,.0300
2021-04-26,"Ontario_12plus",4349816,364612,,13034844,.3337,.0280
2021-04-26,"Undisclosed_or_missing",1529,203,,0,,
2021-04-27,"12-17yrs",3722,393,,951519,.0040,.0000
2021-04-27,"18-29yrs",229976,32712,,2455535,.0940,.0130
2021-04-27,"30-39yrs",281612,42479,,2056059,.1370,.0210
2021-04-27,"40-49yrs",441543,45673,,1876583,.2350,.0240
2021-04-27,"50-59yrs",765167,56473,,2060934,.3710,.0270
2021-04-27,"60-69yrs",1143449,48413,,1795046,.6370,.0270
2021-04-27,"70-79yrs",959728,33869,,1159902,.8270,.0290
2021-04-27,"80+",617734,105925,,679266,.9090,.1560
2021-04-27,"Adults_18plus",4439209,365544,,12083325,.3670,.0300
2021-04-27,"Ontario_12plus",4442931,365937,,13034844,.3409,.0281
2021-04-27,"Undisclosed_or_missing",1547,203,,0,,
2021-04-28,"12-17yrs",3845,399,,951519,.0040,.0000
2021-04-28,"18-29yrs",237577,32934,,2455535,.0970,.0130
2021-04-28,"30-39yrs",291499,42730,,2056059,.1420,.0210
2021-04-28,"40-49yrs",468351,45960,,1876583,.2500,.0240
2021-04-28,"50-59yrs",792326,56846,,2060934,.3840,.0280
2021-04-28,"60-69yrs",1177140,48883,,1795046,.6560,.0270
2021-04-28,"70-79yrs",966164,34415,,1159902,.8330,.0300
2021-04-28,"80+",618968,106380,,679266,.9110,.1570
2021-04-28,"Adults_18plus",4552025,368148,,12083325,.3770,.0300
2021-04-28,"Ontario_12plus",4555870,368547,,13034844,.3495,.0283
2021-04-28,"Undisclosed_or_missing",1575,205,,0,,
2021-04-29,"12-17yrs",4005,404,,951519,.0040,.0000
2021-04-29,"18-29yrs",248568,33228,,2455535,.1010,.0140
2021-04-29,"30-39yrs",304580,43017,,2056059,.1480,.0210
2021-04-29,"40-49yrs",497529,46259,,1876583,.2650,.0250
2021-04-29,"50-59yrs",819722,57309,,2060934,.3980,.0280
2021-04-29,"60-69yrs",1205989,49486,,1795046,.6720,.0280
2021-04-29,"70-79yrs",971619,35025,,1159902,.8380,.0300
2021-04-29,"80+",620201,106947,,679266,.9130,.1570
2021-04-29,"Adults_18plus",4668208,371271,,12083325,.3860,.0310
2021-04-29,"Ontario_12plus",4672213,371675,,13034844,.3584,.0285
